item_id,penman_notation
B.639,"# ::tok Business in Silverburn Shopping Centre , Glasgow .
(b / business~0
    :location (f / facility~4
        :name (n / name~6
            :op1 ""Silverburn""~2
            :op2 ""Shopping""~3
            :op3 ""Centre""~4)
        :location (c / city~6
            :name (n2 / name~6
                :op1 ""Glasgow""~6))))
"
B.640,"# ::tok This is all in one song .
(b / be-located-at-91~3
    :ARG1 (t / this~0
        :mod (a / all~2))
    :ARG2 (s / song~5
        :quant 1~4))
"
B.641,"# ::tok SEO - short for search engine optimization .
(s3 / string-entity~0
    :purpose (o / optimize-01~6
        :ARG1 (s / search-engine~5))
    :ARG1-of (s2 / short-07~2))
"
B.642,"# ::tok If so - how can I pay ?
(p2 / possible-01~4
    :ARG1 (p / pay-01~6
        :ARG0 (i / i~5)
        :manner (a / amr-unknown~3))
    :condition (s / so~1))
"
B.643,"# ::tok Just move on to the next .
(m / move-01~1
    :ARG0 (y / you~1)
    :ARG2 (n / next~5)
    :direction (o / on~2)
    :mod (j / just~0)
    :mode imperative~1)
"
B.644,"# ::tok I Luv U SO much Forever .
(l / love-01~1
    :ARG0 (i / i~0)
    :ARG1 (y / you~2)
    :ARG1-of (h / have-quant-91~3
        :ARG2 (m / much~4)
        :ARG3 (s / so~3))
    :time (f / forever~5))
"
B.645,"# ::tok We may outgrow and forget them .
(p / possible-01~1
    :ARG1 (a / and~3
        :op1 (g / grow-01~2
            :ARG0 (w / we~0)
            :ARG1 (t / they~5))
        :op2 (f / forget-01~4
            :ARG0 w
            :ARG1 t)))
"
B.646,"# ::tok Is Luton plane stack a joke ?
(j / joke-01~5
    :ARG2 (s / stack-01~3
        :ARG1 (p / plane~2
            :location (c / city~1
                :name (n / name~1
                    :op1 ""Luton""~1))))
    :polarity (a / amr-unknown~6))
"
B.647,"# ::tok First of all , visit Disney Store .
(v / visit-01~4
    :ARG0 (y / you~4)
    :ARG1 (s / store~6
        :name (n / name~5
            :op1 ""Disney""~5
            :op2 ""Store""~6))
    :mod (f / first-of-all~0)
    :mode imperative~0)
"
B.648,"# ::tok Keep Your Private Stuff , well , Private !
(k / keep-01~0
    :ARG0 (y / you~0)
    :ARG1 (t / thing~3
        :ARG1-of (p / private-02~2))
    :mode imperative~0)
"
B.649,"# ::tok People apparently do n't get my sarcasm .
(a / appear-02~1
    :ARG1 (g / get-30~4
        :ARG0 (p / person~0)
        :ARG1 (s / sarcasm~6
            :poss (i / i~5))
        :polarity -~3))
"
B.650,"# ::tok I 'm mad at that stupid toy .
(m / mad-04~2
    :ARG0 (t2 / toy~6
        :mod (s / stupid~5)
        :mod (t / that~4))
    :ARG1 (i / i~0))
"
B.651,"# ::tok With the Dubai offline mobile map !
(a / accompany-01~0
    :ARG0 (m / map~5
        :ARG1-of (m2 / mobile-02~4)
        :location (o / offline~3)
        :poss (c / city~2
            :name (n / name~2
                :op1 ""Dubai""~2))))
"
B.652,"# ::tok Never been to Cairns Airport before ?
(b / be-located-at-91~2
    :ARG2 (a / airport~4
        :name (n / name~3
            :op1 ""Cairns""~3
            :op2 ""Airport""~4))
    :polarity -~0
    :polarity (a2 / amr-unknown~6)
    :time (b2 / before~5))
"
B.653,"# ::tok With standard Plone that is impossible .
(p / possible-01~5
    :ARG1 (t / that~3)
    :condition (p2 / product~2
        :name (n / name~2
            :op1 ""Plone""~2)
        :ARG1-of (s / standard-02~1))
    :polarity -~4)
"
B.654,"# ::tok It 's easy to be led astray .
(e / easy-05~2
    :ARG1 (l / lead-01~5
        :direction (a / astray~6)))
"
B.655,"# ::tok That project continues , for the moment .
(c / continue-01~2
    :ARG1 (p / project~1
        :mod (t / that~0))
    :duration (m / moment~6))
"
B.656,"# ::tok What Does ' Surf the Web ' Mean ?
(m / mean-01~7
    :ARG1 (s / surf-01~3
        :ARG1 (w / web~5))
    :ARG2 (a / amr-unknown~0))
"
B.657,"# ::tok This from an ex fighter pilot .
(t / this~0
    :rel (f / fight-01~4)
    :source (p / person~5
        :ARG0-of (p2 / pilot-01~5
            :time (e / ex~3))))
"
B.658,"# ::tok This is dumb , really , really dumb .
(d / dumb~2
    :degree (r / really~6
        :degree (r2 / really~6))
    :domain (t / this~0))
"
B.659,"# ::tok What exactly 's the matter with me ?
(m / matter~4
    :domain (a / amr-unknown~0)
    :mod (e / exact~1)
    :topic (i / i~6))
"
B.660,"# ::tok How do you want to feel ?
(w / want-01~3
    :ARG0 (y / you~2)
    :ARG1 (f / feel-01~5
        :ARG0 y
        :ARG1 (a / amr-unknown~0)))
"
B.661,"# ::tok Then , there was a brief drizzle .
(d / drip-01~6
    :duration (b / brief~5)
    :time (t / then~0))
"
B.662,"# ::tok Nico hears his dad and smiles .
(a / and~4
    :op1 (h2 / hear-01~1
        :ARG0 (p / person~0
            :name (n / name~0
                :op1 ""Nico""~0))
        :ARG2 (p2 / person~3
            :ARG0-of (h / have-rel-role-91~3
                :ARG1 p
                :ARG2 (d / dad~3))))
    :op2 (s / smile-01~5
        :ARG0 p))
"
B.663,"# ::tok Ideal for indoor or outdoor cultivation .
(i / ideal~0
    :purpose (c / cultivate-01~5
        :location (o / or~3
            :op1 (i2 / indoor~2)
            :op2 (o2 / outdoor~4))))
"
B.664,"# ::tok How does billing and collection work ?
(w / work-09~5
    :ARG1 (a2 / and~3
        :op1 (b / bill-01~2)
        :op2 (c / collect-01~4))
    :manner (a / amr-unknown~0))
"
B.665,"# ::tok Honest answer is , I 'm not sure .
(a / answer-01~1
    :ARG1-of (h / honest-01~0)
    :ARG2 (s / sure-02~7
        :ARG0 (i / i~4)
        :polarity -~6))
"
B.666,"# ::tok This is pretty damn cool right ?
(c / cool-04~4
    :ARG1 (t / this~0)
    :ARG1-of (r / request-confirmation-91~6)
    :mod (d / damn~3
        :degree (p / pretty~2)))
"
B.667,"# ::tok Let 's start with this month 's bag !
(s / start-01~2
    :ARG0 (w / we~0)
    :ARG2 (b / bag~7
        :poss (m / month~5
            :mod (t / this~4)))
    :mode imperative~0)
"
B.668,"# ::tok Share resource : Computer keyboard explanation posters .
(s / share-01~0
    :ARG1 (r / resource~1)
    :rel (p / person~6
        :ARG0-of (p2 / post-01~6
            :ARG1 (e / explain-01~5
                :ARG0 p
                :ARG1 (k / keyboard~4
                    :mod (c / computer~3))))))
"
B.669,"# ::tok Tomorrow , I will post about this .
(p / post-01~4
    :ARG0 (i / i~2)
    :time (t2 / tomorrow~0)
    :topic (t / this~6))
"
B.670,"# ::tok Surface texture ; Smooth , sandy or rough .
(t / texture~1
    :example (o / or~6
        :op1 (s2 / smooth-04~3)
        :op2 (s / sand~5)
        :op3 (r / rough-04~7))
    :mod (s3 / street~0))
"
B.671,"# ::tok Kitchen with dining area and woodburner .
(h / hunger-01~0
    :ARG1 (a / and~4
        :op1 (a2 / area~3
            :location-of (d / dine-01~2))
        :op2 (w / woodburner~5)))
"
B.672,"# ::tok Flexible packages to fit every budget .
(p / package~1
    :ARG1-of (f2 / flexible-03~0)
    :ARG1-of (f / fit-06~3
        :ARG2 (b / budget~5
            :mod (e / every~4))))
"
B.673,"# ::tok This is our sixth stop today .
(s / stop-01~4
    :ARG0 (w / we~2)
    :ARG1 (t / this~0)
    :ord (o / ordinal-entity~3
        :value 6~3)
    :time (t2 / today~5))
"
B.674,"# ::tok I highly recommend the hot chik ' n.
(r / recommend-01~2
    :ARG0 (i / i~0)
    :ARG1 (c / chav~5
        :ARG1-of (h2 / hot-03~4))
    :degree (h / high-02~1))
"
B.675,"# ::tok Three sisters preceded her in death .
(p2 / precede-01~2
    :ARG1 (p / person~1
        :quant 3~0
        :ARG0-of (h / have-rel-role-91~1
            :ARG2 (s2 / sister~1)))
    :ARG1 (s / she~3)
    :ARG2 (d / die-01~5
        :ARG1 s))
"
B.676,"# ::tok Lower sales will get their attention .
(g / get-01~3
    :ARG0 (s / sell-01~1
        :ARG1-of (h / have-degree-91~0
            :ARG2 (l / low-04~0
                :ARG1 s)
            :ARG3 (m / more~0)))
    :ARG1 (a / attend-02~5
        :ARG0 (t / they~4)))
"
B.677,"# ::tok Adding this one to my list !
(a / add-02~0
    :ARG1 (o / one~2
        :mod (t2 / this~1))
    :ARG2 (t / thing~5
        :ARG2-of (l / list-01~5
            :ARG0 (i / i~4)))
    :mode expressive~6)
"
B.678,"# ::tok It stands for Hypertext Transfer Protocol .
(s / stand-08~1
    :ARG0 (i / it~0)
    :ARG1 (p / protocol~5
        :mod (t / transfer-01~4
            :ARG1-of (h / hyperlink-91~3))))
"
B.679,"# ::tok Because I could n't work it out .
(c / cause-01~0
    :ARG0 (p / possible-01~2
        :ARG1 (w / work-out-02~4
            :ARG0 (i / i~1)
            :ARG1 (i2 / it~5))
        :polarity -~3))
"
B.680,"# ::tok Lastly the Popsugar Must have Mix .
(o / obligate-01~3
    :li -1~0
    :ARG2 (h / have-03~4
        :ARG0 (p / product~2
            :name (n / name~2
                :op1 ""Popsugar""~2))
        :ARG1 (m / mix-01~5
            :ARG1 p)))
"
B.681,"# ::tok My heart just started to pound !
(s / start-01~3
    :ARG1 (p / pound-02~5
        :ARG1 (h / heart~1
            :part-of (i / i~0)))
    :mod (j / just~2))
"
B.682,"# ::tok Last , you will score for variety .
(s / score-01~4
    :li -1~0
    :ARG1 (y / you~2)
    :ARG2 (v / vary-01~6))
"
B.683,"# ::tok Unfortunately , I 'd left the flash on .
(f2 / fortunate-01~0
    :ARG2 (l / leave-14~4
        :ARG0 (i / i~2)
        :ARG1 (o / on-01~7
            :ARG1 (f / flash-01~6)))
    :polarity -~8)
"
B.684,"# ::tok Every meeting needs to be strong .
(n / need-01~2
    :ARG1 (s / strong-02~5
        :ARG1 (m / meet-03~1
            :mod (e / every~0))))
"
B.685,"# ::tok For example , text , textarea , checkbox etc.
(e2 / exemplify-01~1
    :ARG0 (a / and~6
        :op1 (t / text~3)
        :op2 (t2 / textarea~5)
        :op3 (c / checkbox~7)
        :op4 (e / et-cetera~8)))
"
B.686,"# ::tok So you missed the open house ?
(m / miss-02~2
    :ARG0 (y / you~1)
    :ARG1 (h / house~5
        :ARG1-of (o / open-09~4))
    :polarity (a / amr-unknown~6))
"
B.687,"# ::tok The product is available as download - version .
(a / available-02~3
    :ARG2 (p / product~1)
    :prep-as (v / version~7
        :ARG1-of (d / download-01~5)))
"
B.688,"# ::tok Keep it simple like Kim does .
(k / keep-02~0
    :ARG0 (y / you~0)
    :ARG1 (s / simple-02~2
        :ARG1 (i / it~1))
    :ARG1-of (r / resemble-01~3
        :ARG2 (d / do-02~5
            :ARG0 (p / person~4
                :name (n / name~4
                    :op1 ""Kim""~4))))
    :mode imperative~0)
"
B.689,"# ::tok The CEO of Levi 's does it .
(d / do-02~5
    :ARG0 (p / person~1
        :ARG0-of (h / have-org-role-91~1
            :ARG1 (c2 / company~3
                :name (n / name~3
                    :op1 ""Levi""~3))
            :ARG2 (o / officer~1
                :mod (c / chief~1)
                :mod (e / executive~1))))
    :ARG1 (i / it~6))
"
B.690,"# ::tok Read unbiased reviews , ratings and recommendations .
(r2 / read-01~0
    :ARG0 (y / you~0)
    :ARG1 (a / and~5
        :ARG1-of (b / bias-01~1)
        :op1 (r4 / review-02~2)
        :op2 (r / rate-01~4)
        :op3 (r3 / recommend-01~6))
    :mode imperative~0)
"
B.691,"# ::tok Well a busy but great day !
(c / contrast-01~3
    :ARG1 (b / busy-01~2)
    :ARG2 (g / great~4
        :domain (d / day~5))
    :mod (w / well~0))
"
B.692,"# ::tok And that is immigration form changes .
(a / and~0
    :op2 (c / change-01~5
        :ARG1 (f / form~4
            :mod (i / immigrate-01~3))))
"
B.693,"# ::tok It was overwhelming support for Epic .
(s / support-01~3
    :ARG0-of (o / overwhelm-01~2)
    :ARG1 (b / book~6
        :name (n / name~5
            :op1 ""Epic""~5)))
"
B.694,"# ::tok Implementation of Behavior - Driven Development is straightforward .
(s / straightforward~7
    :domain (i / implement-01~0
        :ARG1 (d / develop-02~5
            :ARG1-of (d2 / drive-02~4
                :ARG0 (b / behave-01~2)))))
"
B.695,"# ::tok Check out the inspiration board below .
(c / check-out-05~0
    :ARG0 (y / you~0)
    :ARG1 (b2 / board~4
        :purpose (i / inspire-01~3)
        :location (b / below~5))
    :mode imperative~0)
"
B.696,"# ::tok Michael and All Angels Church , Lihue .
(w / worship-place~4
    :name (n / name~4
        :op1 ""Michael""~0
        :op2 ""and""~1
        :op3 ""Angels""~3
        :op4 ""Church""~4)
    :location (c / city-district~6
        :name (n2 / name~6
            :op1 ""Lihue""~6))
    :rel (l / All~2))
"
B.697,"# ::tok Click here to sign the petition .
(c / click-01~0
    :purpose (s / sign-01~3
        :ARG0 (y / you~0)
        :ARG1 (p / petition~5))
    :ARG0 y
    :location (h / here~1)
    :mode imperative~0)
"
B.698,"# ::tok Viaggi mentali description learning information digits .
(d / describe-01~2
    :ARG0 (p / person~0
        :name (n / name~0
            :op1 ""Viaggi""~0)
        :mod (m / mental~1))
    :ARG1 (l / learn-01~3
        :ARG1 (d2 / digit~5
            :mod (i / information~4))))
"
B.699,"# ::tok Or you can use Meeting Mapper .
(o / or~0
    :op2 (p / possible-01~2
        :ARG1 (u / use-01~3
            :ARG0 (y / you~1)
            :ARG1 (t / thing~5
                :name (n / name~5
                    :op1 ""Meeting""~4
                    :op2 ""Mapper""~5))))
    :rel (e / event~4))
"
B.700,"# ::tok He was very patient and sure - footed .
(a / and~4
    :op1 (p / patient-01~3
        :ARG1 (h / he~0
            :part (f / foot~7
                :ARG1-of (s / sure-02~5)))
        :degree (v / very~2))
    :op2 f)
"
B.701,"# ::tok Describing migration and life history patterns .
(d / describe-01~0
    :ARG1 (a / and~2
        :op1 (p / pattern-01~5
            :ARG1 (m / migrate-01~1))
        :op2 (p2 / pattern-01~5
            :mod (h / history~4
                :mod (l / live-01~3)))))
"
B.702,"# ::tok Oracles were revered in premodern societies .
(r / revere-01~2
    :ARG1 (o / or~0)
    :location (s / society~5
        :mod (p / premodern~4)))
"
B.703,"# ::tok Do you have 2 memory DIMMS ?
(h / have-03~2
    :ARG0 (y / you~1)
    :polarity (a / amr-unknown~6)
    :rel (m / memory~4
        :mod (a2 / atom~5
            :quant 2~3)))
"
B.704,"# ::tok She has never danced with him .
(d / dance-01~3
    :ARG0 (s / she~0)
    :accompanier (h / he~5)
    :polarity -~2
    :time (e / ever~2))
"
B.705,"# ::tok Thread : How To Do Graffiti Art ?
(t / thread~0
    :topic (d / do-02~4
        :ARG1 (a2 / art~6
            :ARG2-of (g / graffiti-01~5))
        :manner (a / amr-unknown~2)))
"
B.706,"# ::tok Press F5 to reset the position .
(p2 / press-01~0
    :purpose (a / adjust-01~3
        :ARG0 (y / you~0)
        :ARG1 (p / position~5))
    :ARG0 y
    :ARG1 (s / string-entity~1
        :value ""F5""~1)
    :mode imperative~0)
"
B.707,"# ::tok Great food , big portions , honest prices .
(a / and~2
    :op1 (f / food~1
        :mod (g / great~0))
    :op2 (p / portion~4
        :mod (b / big~3))
    :op3 (p2 / price~7
        :ARG1-of (h / honest-01~6)))
"
B.708,"# ::tok Made in Central PA by K.C.
(m / make-01~0
    :ARG0 (p / person~5
        :name (n2 / name~5
            :op1 ""K.C.""~5))
    :location (l / local-region~2
        :name (n / name~2
            :op1 ""Central""~2
            :op2 ""PA""~3)))
"
B.709,"# ::tok Every second counts on race day .
(c / count-04~2
    :ARG1 (t / temporal-quantity~1
        :quant 1~1
        :mod (e / every~0)
        :unit (s / second~1))
    :time (d / day~5
        :time-of (r / race-02~4)))
"
B.710,"# ::tok The show was at Shippensburg University .
(s / show-04~1
    :location (u / university~5
        :name (n / name~4
            :op1 ""Shippensburg""~4
            :op2 ""University""~5)))
"
B.711,"# ::tok Thank you all for your attention .
(t / thank-01~0
    :ARG0 (i / i~0)
    :ARG1 (y / you~1
        :mod (a / all~2))
    :ARG2 (a2 / attend-02~5
        :ARG0 y)
    :mode expressive~0)
"
B.712,"# ::tok Meet at the NCC Visitor Centre .
(m / meet-03~0
    :ARG0 (y / you~0)
    :location (f / facility~5
        :name (n / name~3
            :op1 ""NCC""~3
            :op2 ""Visitor""~4
            :op3 ""Centre""~5))
    :mode imperative~0)
"
B.713,"# ::tok That rhythm can be very inspirational .
(p / possible-01~2
    :ARG1 (i / inspire-01~5
        :ARG0 (r / rhythm~1
            :mod (t / that~0))
        :degree (v / very~4)))
"
B.714,"# ::tok As for the real deal : taxes .
(c / concern-02~0
    :ARG1 (d / deal~4
        :ARG1-of (r / real-04~3)
        :domain (t / tax-01~6)))
"
B.715,"# ::tok But it was a fun run .
(c / contrast-01~0
    :ARG2 (r / run-02~5
        :ARG1-of (f / fun-01~4)))
"
B.716,"# ::tok Observatories also stood at the ready .
(s / stand-01~2
    :ARG1 (o / observe-01~0)
    :ARG2 (r / ready-02~5)
    :mod (a / also~1))
"
B.717,"# ::tok Boon Jin , you are the man !!!
(s / say-01~2
    :ARG0 (i / i~2)
    :ARG1 (m / man~6
        :domain (p / person~1
            :name (n / name~0
                :op1 ""Boon""~0
                :op2 ""Jin""~1)))
    :ARG2 p)
"
B.718,"# ::tok Gabrielle manages a successful private practice .
(m / manage-01~1
    :ARG0 (p / person~0
        :name (n / name~0
            :op1 ""Gabrielle""~0))
    :ARG1 (p2 / practice-01~5
        :ARG1-of (p3 / private-03~4)
        :ARG1-of (s / succeed-01~3)))
"
B.719,"# ::tok Take 1 leaf of Aloe Vera .
(t / take-01~0
    :ARG0 (y / you~0)
    :ARG1 (l / leaf~2
        :quant 1~1
        :part-of (p / product~4
            :name (n / name~4
                :op1 ""Aloe""~4
                :op2 ""Vera""~5)))
    :mode imperative~0)
"
B.720,"# ::tok We need more female stage hypnotists .
(n / need-01~1
    :ARG0 (w / we~0)
    :ARG1 (p / person~5
        :ARG0-of (h / hypnotize-01~5)
        :mod (f / female~3)
        :mod (m / more~2))
    :rel (s / stage~4))
"
B.721,"# ::tok Think of it as fresh - flavor insurance .
(t / think-01~0
    :ARG0 (y / you~0)
    :ARG1 (i2 / it~2)
    :ARG2 (i / insure-02~7
        :mod (f / flavor~6
            :ARG1-of (f2 / fresh-04~4)))
    :mode imperative~0)
"
B.722,"# ::tok Fairly sweet with solid , rounded body .
(s2 / sweet-04~1
    :ARG1 (b / body~6
        :ARG0-of (h / have-03~2)
        :ARG1-of (t / turn-02~5)
        :mod (s / solid~3))
    :ARG1-of (f / fair-04~0))
"
B.723,"# ::tok Amazing place to learn martial arts .
(p / place~1
    :purpose (l / learn-01~3
        :ARG1 (a2 / art~5
            :mod (m / martial~4)))
    :ARG0-of (a / amaze-01~0))
"
